Riding No.,Riding Name,Political Affiliation,Last Name,First Name,Middle Name
59032,Victoria,Independent,Bouchard,Lorenzo,A.
59032,Victoria,Progressive Conservative,Burchill,Brian,
59032,Victoria,Natural Law Party,Danyluk,Cal,
59032,Victoria,Canadian Alliance,Hallsor,Bruce,
59032,Victoria,No Affiliation,Moreau,Mary,
59032,Victoria,Communist,Rushton,Scott,
59032,Victoria,Green Party,Russow,Joan,Elizabeth
59032,Victoria,N.D.P.,Turner,David,
59033,Kootenay--Boundary--Okanagan,Liberal,Barlee,Bill,
59033,Kootenay--Boundary--Okanagan,Canadian Action Party,Collins,Bev,
59033,Kootenay--Boundary--Okanagan,Progressive Conservative,Duncan,Michele,Elise
59033,Kootenay--Boundary--Okanagan,Canadian Alliance,Gouk,Jim,
59033,Kootenay--Boundary--Okanagan,Natural Law Party,Holtby,Annie,
59033,Kootenay--Boundary--Okanagan,Marijuana Party,Loehndorf,Dan,
59033,Kootenay--Boundary--Okanagan,N.D.P.,Scarlett,Don,
59033,Kootenay--Boundary--Okanagan,Green Party,Shadrack,Andrew,
59034,West Vancouver--Sunshine Coast,Green Party,Bishop,Jane,
59034,West Vancouver--Sunshine Coast,Canadian Action Party,Bombois,Marc,
59034,West Vancouver--Sunshine Coast,Marijuana Party,Larsen,Dana,
59034,West Vancouver--Sunshine Coast,Progressive Conservative,Manvell,Kate,
59034,West Vancouver--Sunshine Coast,Liberal,McKay,Ian,
59034,West Vancouver--Sunshine Coast,Canadian Alliance,Reynolds,John,
59034,West Vancouver--Sunshine Coast,N.D.P.,Savvaidis,Telis,
60001,Yukon,Liberal,Bagnell,Larry,
60001,Yukon,No Affiliation,Capp,Geoffrey,
60001,Yukon,Progressive Conservative,Cox,Don,
60001,Yukon,N.D.P.,Hardy,Louise,
60001,Yukon,Canadian Alliance,Kenyon,Jim,
61002,Western Arctic,N.D.P.,Bevington,Dennis,
61002,Western Arctic,Liberal,Blondin-Andrew,Ethel,
61002,Western Arctic,Progressive Conservative,McLaughlin,Bruce,
61002,Western Arctic,Canadian Alliance,Turner,Fred,
62001,Nunavut,N.D.P.,Enuaraq,Palluq,Susan
62001,Nunavut,Green Party,Jones,Brian,Robert
62001,Nunavut,Liberal,Karetak-Lindell,Nancy,
62001,Nunavut,Progressive Conservative,Sherman,Mike
